ID	Label	Exact Match	Synonyms	Suggested parent term	Abbreviation	Definition	Textual Definition	Definition Source	See Also	Editor	Reviewer1	Reviewer2	Type	Parent	Close Match	Exact Match.1	Narrow Match	Related Match
pbpko:PBPKO_00523	volume of bone marrow		vbm		vbm	A volume parameter representing the total volume of the bone marrow compartment.	A volume parameter representing the total volume of the bone marrow compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00524	volume of gut		vgut		vgut	A volume parameter representing the total volume of the gut compartment.	A volume parameter representing the total volume of the gut compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00525	volume of mammary gland		vmam		vmam	A volume parameter representing the total volume of the mammary gland compartment.	A volume parameter representing the total volume of the mammary gland compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00526	volume of mass balance		vmass bal		vmass bal	A volume parameter representing the check for total mass balance of all compartments (sum of organ volumes should equal body volume/weight equivalent, depending on units).	A volume parameter representing the check for total mass balance of all compartments (sum of organ volumes should equal body volume/weight equivalent, depending on units).			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00527	hematocrit volume		vhct		vhct	A volume parameter representing the total volume of red blood cells in whole blood.	A volume parameter representing the total volume of red blood cells in whole blood.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'volume of compartment'				
pbpko:PBPKO_00528	cardiac output rate of plasma		qcplasma		qcplasma	A blood flow rate parameter representing the cardiac output specifically related to plasma flow.	A blood flow rate parameter representing the cardiac output specifically related to plasma flow.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'blood flow rate to compartment'				
pbpko:PBPKO_00529	blood flow rate to filtrate		qfiltrate		qfiltrate	A blood flow rate parameter specifically describing the rate to the filtrate compartment (representing glomerular filtration).	A blood flow rate parameter specifically describing the rate to the filtrate compartment (representing glomerular filtration).			0000-0001-8345-1349	0000-0002-9795-5967		Class	'blood flow rate to compartment'				
pbpko:PBPKO_00530	blood flow rate to bone marrow		qbm		qbm	A blood flow parameter specifically describing the rate to the bone marrow compartment.	A blood flow parameter specifically describing the rate to the bone marrow compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'blood flow rate to compartment'				
pbpko:PBPKO_00531	blood flow rate to gut		qgut		qgut	A blood flow rate parameter specifically describing the rate to the gut compartment.	A blood flow rate parameter specifically describing the rate to the gut compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'blood flow rate to compartment'				
pbpko:PBPKO_00532	blood flow rate to mammary gland		qmam		qmam	A blood flow rate parameter specifically describing the rate to the mammary gland compartment.	A blood flow rate parameter specifically describing the rate to the mammary gland compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'blood flow rate to compartment'				
pbpko:PBPKO_00533	blood flow rate for mass balance		qmassbal		qmassbal	A blood flow rate parameter representing the check for total blood flow mass balance of all the compartments (sum of organ flows should equal cardiac output).	A blood flow rate parameter representing the check for total blood flow mass balance of all the compartments (sum of organ flows should equal cardiac output).			0000-0001-8345-1349	0000-0002-9795-5967		Class	'blood flow rate to compartment'				
pbpko:PBPKO_00534	urinary rate		kurine		kurine	A biochemical parameter representing the rate at which a compound is cleared via urine.	A biochemical parameter representing the rate at which a compound is cleared via urine.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'biochemical parameter'				
pbpko:PBPKO_00535	resorption maximum		tmc		tmc	A biochemical parameter (Tm) representing the maximum rate of tubular resorption (e.g., in the kidney).	A biochemical parameter (Tm) representing the maximum rate of tubular resorption (e.g., in the kidney).			0000-0001-8345-1349	0000-0002-9795-5967		Class	'biochemical parameter'				
pbpko:PBPKO_00536	resorption		tm		tm	A biochemical parameter or process representing the resorption of a compound (e.g., tubular resorption).	A biochemical parameter or process representing the resorption of a compound (e.g., tubular resorption).			0000-0001-8345-1349	0000-0002-9795-5967		Class	'biochemical parameter'				
pbpko:PBPKO_00537	octanol air partition coefficient		koa		koa	A partition coefficient (Koa) representing the ratio of compound concentration in octanol to air at equilibrium.	A partition coefficient (Koa) representing the ratio of compound concentration in octanol to air at equilibrium.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'partition coefficient'				
pbpko:PBPKO_00538	concentration in gut		cgut		cgut	The total concentration of compound in the gut compartment.	The total concentration of compound in the gut compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'concentration of compound in compartment'				
pbpko:PBPKO_00539	concentration in liver		cliver		cliver	The total concentration of compound in the liver compartment.	The total concentration of compound in the liver compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'concentration of compound in compartment'				
pbpko:PBPKO_00540	concentration in brain		cbrain		cbrain	The total concentration of compound in the brain compartment.	The total concentration of compound in the brain compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'concentration of compound in compartment'				
pbpko:PBPKO_00541	concentration in kidney		ckidney		ckidney	The total concentration of compound in the kidney compartment.	The total concentration of compound in the kidney compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'concentration of compound in compartment'				
pbpko:PBPKO_00542	concentration in filtrate		cfiltrate		cfiltrate	The total concentration of compound in the filtrate compartment.	The total concentration of compound in the filtrate compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'concentration of compound in compartment'				
pbpko:PBPKO_00543	concentration in lung		clung		clung	The total concentration of compound in the lung compartment.	The total concentration of compound in the lung compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'concentration of compound in compartment'				
pbpko:PBPKO_00544	concentration in fat		cfat		cfat	The total concentration of compound in the fat compartment.	The total concentration of compound in the fat compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'concentration of compound in compartment'				
pbpko:PBPKO_00545	concentration in bone marrow		cbm		cbm	The total concentration of compound in the bone marrow compartment.	The total concentration of compound in the bone marrow compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'concentration of compound in compartment'				
pbpko:PBPKO_00546	concentration in skin		cksin		cksin	The total concentration of compound in the skin compartment.	The total concentration of compound in the skin compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'concentration of compound in compartment'				
pbpko:PBPKO_00547	concentration in mammary gland		cmam		cmam	The total concentration of compound in the mammary gland compartment.	The total concentration of compound in the mammary gland compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'concentration of compound in compartment'				
pbpko:PBPKO_00548	concentration in restbody		crestbody		crestbody	The total concentration of compound in the rest of body compartment.	The total concentration of compound in the rest of body compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'concentration of compound in compartment'				
pbpko:PBPKO_00549	concentration in plasma		cplasma, cplasma_total		cplasma, cplasma_total	The total concentration of compound in the plasma compartment.	The total concentration of compound in the plasma compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'concentration of compound in compartment'				
pbpko:PBPKO_00550	amount in fat		afat		afat	The amount of compound in the fat compartment.	The amount of compound in the fat compartment.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'amount of compound in compartment'				
pbpko:PBPKO_00551	PBPK model simulation time					A parameter representing the time duration over which the model simulation runs.	A parameter representing the time duration over which the model simulation runs.			0000-0001-8345-1349	0000-0002-9795-5967		Class	parameter				
pbpko:PBPKO_00552	arterial blood compartment					A compartment representing the arterial blood.	A compartment representing the arterial blood.			0000-0001-8345-1349	0000-0002-9795-5967		Class	compartment	http://purl.obolibrary.org/obo/UBERON_0013755			
pbpko:PBPKO_00553	digestive system compartment					A compartment representing the digestive system or parts thereof.	A compartment representing the digestive system or parts thereof.			0000-0001-8345-1349	0000-0002-9795-5967		Class	compartment	http://purl.obolibrary.org/obo/UBERON_0001007			
pbpko:PBPKO_00554	excreta compartment					A compartment representing material eliminated from the body (e.g., urine, feces).	A compartment representing material eliminated from the body (e.g., urine, feces).			0000-0001-8345-1349	0000-0002-9795-5967		Class	compartment	http://purl.obolibrary.org/obo/UBERON_0000174			
pbpko:PBPKO_00555	feces compartment					An excreta compartment specifically representing feces.	An excreta compartment specifically representing feces.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'excreta compartment'	http://purl.obolibrary.org/obo/UBERON_0001988			
pbpko:PBPKO_00556	urine compartment					An excreta compartment specifically representing urine.	An excreta compartment specifically representing urine.			0000-0001-8345-1349	0000-0002-9795-5967		Class	'excreta compartment'	http://purl.obolibrary.org/obo/UBERON_0001088			
pbpko:PBPKO_00557	kidney compartment					A compartment representing the kidney(s).	A compartment representing the kidney(s).			0000-0001-8345-1349	0000-0002-9795-5967		Class	compartment	http://purl.obolibrary.org/obo/UBERON_0002113			
